prey,Base_diUb,Vec_diUb,diUb1,Enr_diUb,sEnr_diUb,p_Bind_diUb
Lace1,33.9,0.1,0,-1.23,-5.96,0.017
Mfn2,36.2,0.1,0,-1.1,-5.98,0.017
C1qbp,32.5,0.1,0,-1.23,-5.94,0.017
Eif3g,8.5,0.1,0,-1.88,-5.96,0.017
Bach2,31.3,0.1,0,-1.23,-5.94,0.017
Prmt6,3.1,0.1,0,-1.1,-5.85,0.017
Bora,18.1,0.1,0,-1.1,-5.87,0.017
Dnajc19,34.6,0.1,0,-1.72,-5.95,0.017
Rnf214,70.7,0.1,0,-1.23,-6.01,0.017
Atp10a,26.7,0.1,0,-1.23,-5.94,0.017
Flot2,8.1,0.1,0,-1.23,-5.89,0.017
Fads2,0.9,0.1,0,-1.23,-5.92,0.017
Noc4l,5.5,0.1,0,-1.23,-5.92,0.017
Nup50,132,1.8,0.2,-3.19,-4.58,0.017
Zfp39,26.8,0.1,0,-1.1,-6.02,0.017
Csrp2,19.6,0.1,0,-1.23,-5.95,0.017
Bag1,86.2,0.1,0,-1.23,-6.02,0.017
Slc17a1,392.1,0.3,0.1,-1.97,-4.9,0.017
Gm2012,441.9,0.3,0.1,-1.91,-4.9,0.017
Spam1,56.7,0.1,0,-1.23,-6,0.017
Htatsf1,135.5,0.1,0,-1.23,-6.01,0.017
Cr1l,207,0.3,0.1,-1.95,-4.82,0.017
Ghrl,7.7,0.1,0,-1.23,-5.98,0.017
Sphk2,6.6,0.1,0,-1.72,-6,0.017
Zbtb26,27.1,0.1,0,-1.23,-5.93,0.017
Gm16390,51.9,0.1,0,-1.23,-5.94,0.017
4930519G04Rik,15.6,0.1,0,-1.23,-5.98,0.017
Hspe1,77.1,0.7,0.1,-2.85,-4.76,0.017
Ube2dnl1,12.7,0.1,0,-1.23,-5.87,0.017
Ensa,14.7,0.1,0,-1.23,-5.89,0.017
Cbx6,1.4,0.1,0,-1.1,-5.85,0.017
Kdm2a,6.3,0.1,0,-1.23,-5.93,0.017
Rnf157,24.6,0.1,0,-1.1,-5.88,0.017
Cpa3,43.6,0.1,0,-1.23,-5.95,0.017
Mum1,5.5,0.1,0,-1.23,-5.89,0.017
Chchd1,50.9,0.1,0,-1.23,-6,0.017
B3gnt9,25.8,0.1,0,-1.1,-6,0.017
Cnih4,30.4,0.1,0,-1.23,-5.96,0.017
1700001J03Rik,40.5,0.1,0,-1.1,-5.99,0.017
Gstm4,13.7,0.1,0,-1.23,-5.9,0.017
Ypel1,96.3,0.1,0,-1.1,-6.04,0.017
Tars2,9.6,0.1,0,-1.1,-5.85,0.017
Sppl2a,129.2,2.8,0.2,-3.52,-4.53,0.017
Casq2,31.7,0.1,0,-1.1,-5.98,0.017
Esyt3,28.1,0.1,0,-1.23,-6.01,0.017
Itpa,32,0.1,0,-1.1,-5.96,0.017
Sfxn2,14.3,0.1,0,-1.1,-5.93,0.017
Mast4,8.5,0.1,0,-1.23,-5.88,0.017
Wdfy2,2.2,0.1,0,-1.1,-5.82,0.017
Cdcp1,4.7,0.4,0.1,-2.11,-4.53,0.017
Sdccag8,14.3,0.1,0,-1.23,-5.96,0.017
Nemf,158.4,0.4,0.1,-2.2,-4.8,0.017
Magea8,5.1,0.1,0,-1.1,-5.95,0.017
Ly6a,198.8,0.4,0.1,-2.15,-4.85,0.017
Cep55,24.5,0.1,0,-1.23,-5.9,0.017
Cep120,130.1,0.4,0.1,-2.11,-4.8,0.017
Vps29,185.5,0.6,0.1,-2.68,-4.94,0.017
Trim28,56,0.1,0,-1.1,-5.97,0.017
2210407C18Rik,4.8,0.1,0,-1.8,-6.1,0.017
Mterf1a,3.9,0.1,0,-1.23,-5.92,0.016
Mrgpre,9.6,0.1,0,-1.23,-5.95,0.016
Ckap2l,20.2,0.1,0,-1.23,-5.93,0.016
Ctr9,7.8,0.1,0,-1.23,-5.92,0.016
Nme2,14.2,0.1,0,-1.1,-5.98,0.016
Ndufb9,32.1,0.1,0,-1.23,-6.06,0.016
Pard6g,19.6,0.1,0,-1.1,-5.92,0.016
Grap2,19.6,0.1,0,-1.23,-5.87,0.016
Gle1,103.9,0.1,0,-1.23,-6.03,0.016
Cdkal1,34.4,0.1,0,-1.23,-5.97,0.016
Sv2c,1.6,0.1,0,-1.1,-5.86,0.016
2210404O09Rik,3,0.1,0,-1.23,-5.94,0.016
Setd5,11.3,0.1,0,-1.23,-5.94,0.016
2410141K09Rik,3.1,0.1,0,-1.1,-5.92,0.016
Fndc5,86.7,0.1,0,-1.23,-6.01,0.016
Gjd2,5.2,0.1,0,-1.1,-5.91,0.016
Cables2,72.2,0.1,0,-1.1,-6.15,0.016
Muc2,3,0.1,0,-1.1,-5.81,0.016
Os9,9,0.1,0,-1.1,-5.89,0.016
Vps13c,7.4,0.1,0,-1.23,-5.83,0.016
Dock9,38.9,0.1,0,-1.23,-5.97,0.016
Erlin2,43.5,0.1,0,-1.1,-5.98,0.016
Wdr4,7,0.1,0,-1.1,-5.93,0.016
Zfp938,36.2,0.1,0,-1.1,-6.02,0.016
Magea2,1.5,0.1,0,-1.1,-5.99,0.016
Pdzk1ip1,35.5,0.1,0,-1.1,-5.98,0.016
Trappc11,106.3,0.1,0,-1.23,-6.02,0.016
Prss51,83.4,0.1,0,-1.23,-6.07,0.016
Gpatch1,3.6,0.1,0,-1.1,-6.01,0.016
Trim16,32,0.1,0,-1.72,-6,0.016
Ssbp1,72.3,0.1,0,-1.23,-5.97,0.016
Phyhd1,3.2,0.1,0,-1.72,-6.01,0.016
Thnsl2,8.7,0.1,0,-1.23,-5.95,0.016
Tbc1d20,4.9,0.1,0,-1.72,-5.91,0.016
Iyd,70.3,0.1,0,-1.23,-6,0.016
Hars,26.5,0.1,0,-1.23,-5.93,0.016
Ucp2,12,0.1,0,-1.1,-6.01,0.016
Rpp38,63,0.1,0,-1.1,-6.03,0.016
Sgms1,158,0.1,0,-1.1,-5.97,0.016
B230216G23Rik,8,0.1,0,-1.23,-5.88,0.016
Cerk,10.4,0.1,0,-1.23,-5.96,0.016
Hexim1,6.6,0.1,0,-1.1,-6.03,0.016
Cisd3,5.4,0.1,0,-1.23,-5.9,0.016
Gstp2,13.7,0.1,0,-1.23,-5.87,0.016
Cacybp,171.5,3453.5,127.1,-4.76,-4.55,0.016
Eya3,67.5,0.1,0,-1.8,-6.1,0.016
Cars,21.4,0.1,0,-1.23,-6,0.016
Glod5,17.6,0.1,0,-1.1,-5.92,0.016
9530077C05Rik,78.2,0.1,0,-1.23,-5.88,0.016
Eif3e,522.8,1.4,0.2,-2.82,-4.56,0.016
Maats1,11.2,0.1,0,-1.1,-5.89,0.016
Smpd1,6.6,0.1,0,-1.23,-5.91,0.016
Plxnc1,93.9,0.1,0,-1.23,-6.07,0.016
Trabd2b,73.3,0.1,0,-1.23,-6.02,0.016
Upf2,106.3,0.3,0.1,-1.97,-4.74,0.016
Tdrd5,46.8,0.1,0,-1.23,-6.04,0.016
Snrnp48,22.6,0.1,0,-1.23,-5.97,0.016
Clec4b1,5.5,0.1,0,-1.23,-5.9,0.016
Usp6nl,0.8,0.1,0,-1.1,-5.83,0.016
1110058L19Rik,21.9,0.1,0,-1.23,-6.03,0.016
Rgs1,75.7,0.1,0,-1.23,-6.01,0.016
Cwc27,69.7,0.1,0,-1.23,-6.06,0.016
Adh7,15.7,0.1,0,-1.1,-5.91,0.016
Fxyd2,8.7,0.1,0,-1.1,-5.96,0.016
Supt4a,46.5,0.1,0,-1.23,-5.98,0.016
Fam178a,80,0.9,0.1,-2.69,-4.48,0.016
Rpap2,58.5,0.1,0,-1.1,-6.02,0.016
Tbc1d31,33.3,0.1,0,-1.72,-6.03,0.016
Dimt1,30.8,0.1,0,-1.23,-5.98,0.016
Krt13,11.7,0.1,0,-1.23,-5.99,0.016
Kdelc1,51.5,0.1,0,-1.23,-6.01,0.016
Ulk4,2,0.1,0,-1.23,-5.86,0.016
Nalcn,37.7,0.1,0,-1.23,-6.01,0.016
Ech1,106.1,0.1,0,-1.1,-6,0.016
Tsr2,69.7,0.1,0,-1.72,-6.06,0.016
Arl3,10.9,0.1,0,-1.23,-5.94,0.016
Marcksl1,7.4,0.1,0,-1.23,-5.86,0.016
Map6,25.3,0.1,0,-1.88,-6.1,0.016
1700020D05Rik,30.9,0.1,0,-1.23,-6.01,0.016
Slc7a12,36.9,0.1,0,-1.1,-5.98,0.016
Wdr45b,67.7,0.1,0,-1.23,-6.03,0.016
Emc2,807.2,1,0.1,-2.81,-4.79,0.016
Cyp4b1,73.4,0.5,0.1,-2.52,-4.84,0.016
Lrrc47,17.5,0.1,0,-1.1,-6.01,0.016
Gtpbp2,5.6,0.1,0,-1.23,-5.95,0.016
Ccdc144b,7,0.1,0,-1.23,-5.97,0.016
Clta,46.9,0.1,0,-1.8,-6.06,0.016
Rab3d,16.1,0.2,0,-2.48,-6.08,0.016
Prpf38b,55.8,0.1,0,-1.23,-6.02,0.016
Defa3,1.2,0.1,0,-1.23,-5.88,0.016
Zfp575,11.1,0.9,0.1,-3.18,-4.82,0.016
Cldn4,2.2,0.1,0,-1.23,-5.84,0.016
Atp8b1,59.8,0.1,0,-1.23,-5.96,0.016
Prr14,5.8,0.1,0,-1.1,-5.84,0.016
2010012O05Rik,19.7,0.1,0,-1.1,-5.92,0.016
Gja1,196.3,17.6,1,-4.14,-4.46,0.016
Tmem45a,101.9,0.1,0,-1.1,-5.97,0.016
Pin4,25.5,0.1,0,-1.23,-5.97,0.016
Colgalt2,38.6,0.1,0,-1.23,-5.88,0.016
Ccdc136,31,0.1,0,-1.1,-6.02,0.016
Sdc4,23.7,0.1,0,-1.23,-5.93,0.016
Clock,128.4,1.5,0.1,-3.38,-4.74,0.016
Trim30d,11.8,0.1,0,-1.1,-5.94,0.016
Nell2,3.5,0.1,0,-1.72,-5.97,0.016
Ak5,25.8,0.1,0,-1.23,-6.01,0.016
Fryl,144.4,1.4,0.2,-2.84,-4.51,0.016
Cep112,612.4,1,0.1,-2.77,-4.7,0.016
Snx9,11.9,0.1,0,-1.72,-6.07,0.016
Serpinb8,20.5,0.1,0,-1.72,-5.97,0.016
Setd3,70.8,0.1,0,-1.23,-5.94,0.016
Ltbp2,16.3,0.1,0,-1.1,-5.98,0.016
Odc1,160.2,3.6,0.2,-3.85,-4.65,0.016
Phykpl,17.9,0.1,0,-1.23,-5.94,0.016
Csgalnact1,27.5,0.1,0,-1.23,-6,0.016
Znrf1,72.8,0.1,0,-1.1,-6.04,0.016
Vamp5,4.8,0.1,0,-1.23,-5.89,0.016
Triml1,61.5,0.1,0,-1.1,-6.03,0.016
Dusp14,11.8,0.1,0,-1.72,-6.11,0.016
Svip,159.3,0.1,0,-1.23,-6.01,0.016
Maob,75.8,0.1,0,-1.1,-6.05,0.016
Mup1,310.4,0.5,0.1,-2.52,-4.93,0.016
Rpl27,12.9,0.1,0,-1.23,-5.88,0.016
Plrg1,176.6,0.1,0,-1.1,-6.07,0.016
Dlgap4,2.4,0.1,0,-1.23,-5.89,0.016
Chic1,60.7,0.1,0,-1.23,-6.02,0.016
Coch,23.9,0.1,0,-1.1,-5.96,0.016
Apol7e,4.4,0.1,0,-1.23,-5.91,0.016
Zfp507,33.6,0.1,0,-1.23,-5.99,0.016
Spata24,32.8,0.1,0,-1.1,-6.04,0.016
P2rx4,41.1,0.1,0,-1.1,-5.97,0.016
Arsj,7.1,0.1,0,-1.23,-5.94,0.016
Pes1,58.7,0.1,0,-1.1,-6.05,0.016
Lars2,29.1,0.1,0,-1.1,-6.02,0.016
Nop58,83.4,0.5,0.1,-2.52,-4.77,0.016
Pcdha2,126,0.1,0,-1.23,-6.03,0.016
Dzip3,67.7,0.1,0,-1.1,-5.97,0.016
Mafb,19,0.1,0,-1.23,-6.03,0.016
Aldh1l1,55.3,0.1,0,-1.1,-5.95,0.016
Krt8,8.6,0.1,0,-1.23,-5.93,0.016
Gm14420,40.6,0.1,0,-1.1,-5.9,0.016
Dner,56.8,0.1,0,-1.23,-5.97,0.016
4930435E12Rik,59.5,0.1,0,-1.23,-6.04,0.016
Slc25a33,23.1,0.1,0,-1.23,-5.99,0.016
Rps8,26,0.1,0,-1.1,-5.98,0.016
Tmem2,121.8,0.1,0,-1.1,-6.14,0.016
Aars,8.5,0.1,0,-1.23,-5.92,0.016
Trnau1ap,20.4,0.1,0,-1.23,-5.96,0.016
Tsta3,21.7,0.1,0,-1.72,-6.04,0.016
Ctdsp2,31.9,0.1,0,-1.1,-5.96,0.016
Ube2v1,13.3,0.1,0,-1.23,-5.96,0.016
4930404A10Rik,46.9,0.1,0,-1.1,-5.98,0.016
Ccrl2,34.5,0.1,0,-1.23,-5.95,0.016
Gpatch4,14.7,0.1,0,-1.1,-5.96,0.016
BC061194,11.8,0.1,0,-1.1,-5.97,0.016
Kif2c,64.9,0.1,0,-1.23,-6.07,0.016
Hspa12b,3,0.1,0,-1.23,-5.87,0.016
Rrm2,37.1,0.1,0,-1.1,-6,0.016
Adam26a,33.4,0.1,0,-1.1,-6.01,0.016
Pam16,4.5,0.1,0,-1.1,-5.98,0.016
A530099J19Rik,3.6,0.1,0,-1.23,-5.85,0.016
Gstcd,4,0.1,0,-1.1,-5.94,0.016
Siah1b,11.3,0.1,0,-1.23,-5.98,0.016
Cdh19,1.7,0.1,0,-1.1,-5.9,0.016
Pxmp2,25.8,0.1,0,-1.1,-5.94,0.016
Tirap,18.8,0.1,0,-1.1,-6,0.016
Clec4a3,41.7,0.1,0,-1.23,-6.06,0.016
Praf2,20.1,0.1,0,-1.23,-5.96,0.016
Tex13,7.2,0.1,0,-1.23,-5.89,0.016
Prkab1,13.9,0.1,0,-1.1,-5.89,0.016
Taf1d,67.5,0.1,0,-1.23,-6,0.016
Gdi1,12.4,0.1,0,-1.23,-6,0.016
1700015F17Rik,74.8,0.1,0,-1.23,-5.94,0.016
Taf1a,23.1,0.1,0,-1.23,-6.05,0.016
Bzw2,51.6,0.1,0,-1.1,-6.01,0.016
E2f8,0.4,0.1,0,-1.1,-6.02,0.016
Scgn,8.8,0.1,0,-1.1,-5.89,0.016
4833420G17Rik,123,0.6,0.1,-2.69,-4.91,0.016
Dnajc9,49.7,0.1,0,-1.23,-6.01,0.016
Elk4,13.4,0.1,0,-1.23,-5.86,0.016
Trim34a,23.8,0.1,0,-1.1,-6.06,0.016
Bsdc1,47.8,0.1,0,-1.23,-6.05,0.016
Klhl11,3.1,0.1,0,-1.23,-5.98,0.016
Slc25a13,87.2,0.2,0,-2.27,-6.18,0.016
Dctd,21.4,0.1,0,-1.88,-6.05,0.016
Dlg2,37.6,2,0.1,-3.77,-4.65,0.016
Fap,11.1,0.1,0,-1.23,-5.95,0.016
Adam2,212.5,0.1,0,-1.72,-6.1,0.016
Lsm8,9.6,0.1,0,-1.1,-5.95,0.016
Endog,0.9,0.1,0,-1.1,-5.88,0.016
Me2,42.1,0.1,0,-1.1,-5.92,0.016
Ppil4,97.1,0.1,0,-1.23,-6.02,0.016
Spg21,18.6,0.1,0,-1.23,-5.95,0.016
Kcnip1,42.9,0.1,0,-1.1,-5.93,0.016
Csf2rb,37.5,0.1,0,-1.23,-6.05,0.016
Rin1,3.4,0.1,0,-1.23,-5.89,0.016
Acnat1,38.3,0.1,0,-1.1,-5.96,0.016
Josd1,77.4,0.1,0,-1.23,-6.05,0.016
Steap1,4.5,0.1,0,-1.23,-5.88,0.016
Coro1c,22.6,0.1,0,-1.1,-5.91,0.016
Tpm1,202.1,1.2,0.1,-3,-4.63,0.016
Eml3,4.9,0.1,0,-1.1,-5.94,0.016
Cpb2,16.5,0.1,0,-1.23,-5.94,0.016
Lnx2,2.6,0.1,0,-1.1,-5.87,0.016
Ackr2,19,0.1,0,-1.88,-6.04,0.015
Clca4a,0.4,0.1,0,-1.23,-5.9,0.015
Tmem194b,32.3,0.1,0,-1.23,-5.94,0.015
Ago1,47,0.1,0,-1.1,-6.02,0.015
Tank,80.1,0.1,0,-1.8,-6.03,0.015
Hcfc1,46.7,0.1,0,-1.23,-5.98,0.015
N6amt2,68.5,0.1,0,-1.23,-6.03,0.015
Ctdspl,64.1,0.1,0,-1.23,-6,0.015
Zfp944,42.9,0.1,0,-1.1,-5.95,0.015
Cep162,42.6,0.1,0,-1.23,-6,0.015
Ap3s1,250.5,1.3,0.1,-3.21,-4.75,0.015
Taf9b,61,0.1,0,-1.1,-6.03,0.015
Fam21,46.3,0.1,0,-1.23,-6.05,0.015
Ndel1,64.4,0.1,0,-1.23,-6.08,0.015
Klk1b8,17.2,0.1,0,-1.23,-5.94,0.015
Herc1,40.4,0.1,0,-1.23,-5.97,0.015
Gsk3a,1.9,0.1,0,-1.23,-5.85,0.015
Lactb2,21,0.1,0,-1.8,-6.07,0.015
Nckap5,68,0.1,0,-1.23,-6.04,0.015
Epgn,7.3,0.1,0,-1.1,-5.9,0.015
Uqcc3,5.2,0.1,0,-1.1,-5.93,0.015
Aig1,7.2,0.1,0,-1.1,-5.96,0.015
H2-Q4,1.8,0.1,0,-1.8,-6.06,0.015
Vav1,10,0.1,0,-1.1,-6.01,0.015
Adra2a,10.1,0.1,0,-1.1,-6,0.015
Kif21a,127.7,0.5,0.1,-2.37,-4.8,0.015
Naa16,33.6,0.1,0,-1.23,-5.94,0.015
Unc13c,44.2,0.1,0,-1.23,-6.09,0.015
Speer4d,31.8,0.1,0,-1.23,-6.01,0.015
D230025D16Rik,79.2,0.1,0,-1.1,-6.03,0.015
Fam207a,10.6,0.1,0,-1.23,-5.91,0.015
Mup8,223.8,0.5,0.1,-2.37,-4.84,0.015
Hoxb3,5.7,0.1,0,-1.1,-5.9,0.015
Fxyd3,16.9,0.1,0,-1.23,-5.93,0.015
Ndufa7,3.8,0.1,0,-1.23,-5.84,0.015
Fam210a,138.8,27.2,1.6,-4.04,-4.43,0.015
Mia3,19.6,0.1,0,-1.23,-6.01,0.015
Mmgt2,27.8,0.1,0,-1.23,-6,0.015
Hsd17b4,283.3,0.1,0,-1.23,-6.1,0.015
Letm1,25.3,0.1,0,-1.1,-5.96,0.015
A830018L16Rik,11.8,0.1,0,-1.1,-5.99,0.015
Gm15104,49.5,0.1,0,-1.23,-6.06,0.015
Stub1,3.8,0.1,0,-1.1,-5.88,0.015
Rps28,13.3,0.1,0,-1.23,-5.89,0.015
Slc22a13,0.5,0.1,0,-1.88,-6.03,0.015
Lyrm2,35.7,0.1,0,-1.1,-5.97,0.015
Nudt21,38.1,0.1,0,-1.88,-6.08,0.015
Ipmk,115.9,0.1,0,-1.1,-5.99,0.015
Oas2,36.1,0.1,0,-1.23,-6.03,0.015
Dhps,6.1,0.1,0,-1.23,-5.95,0.015
Ap3s2,19.2,0.1,0,-1.1,-6.02,0.015
Slit3,0.7,0.1,0,-1.1,-5.9,0.015
Usp14,322.3,2.4,0.2,-3.58,-4.78,0.015
Tsnax,26,0.1,0,-1.1,-6.02,0.015
Fbxw10,64.9,0.1,0,-1.23,-5.94,0.015
Ppp1r12a,34.9,0.1,0,-1.72,-6.06,0.015
Smim23,23.2,0.1,0,-1.23,-5.94,0.015
Tcea2,48.6,0.1,0,-1.23,-6.04,0.015
0610010F05Rik,55.3,0.1,0,-1.23,-5.97,0.015
Gbp2b,95.2,0.1,0,-1.1,-6.05,0.015
Fgf14,26.6,0.1,0,-1.23,-5.94,0.015
Tubb2b,8,0.1,0,-1.23,-5.93,0.015
Acot10,32.9,0.1,0,-1.23,-6.03,0.015
Adrm1,4.1,0.1,0,-1.1,-5.99,0.015
Cyp2d10,4.8,0.1,0,-1.23,-5.91,0.015
Tubgcp4,124.5,0.5,0.1,-2.55,-4.82,0.015
Steap4,58.5,0.1,0,-1.23,-6.06,0.015
Mfsd1,319.1,1.4,0.1,-3.22,-4.82,0.015
Lxn,21.5,0.1,0,-1.23,-5.99,0.015
Insl6,48.2,1.1,0.1,-3.5,-5.04,0.015
Osbpl3,88.7,0.1,0,-1.1,-5.95,0.015
Gtf3c6,39.2,0.9,0.1,-3.21,-4.83,0.015
Cdhr1,13.2,0.1,0,-1.23,-5.94,0.015
Tbx15,13.2,0.1,0,-1.1,-5.98,0.015
Alox5ap,25.6,0.1,0,-1.23,-6.05,0.015
Lipf,41.4,0.1,0,-1.23,-5.94,0.015
G6pc,184.3,0.1,0,-1.23,-6.03,0.015
Col11a1,8.3,0.1,0,-1.1,-5.96,0.015
Ccdc101,22.4,0.1,0,-1.23,-6,0.015
Parp4,19.8,0.1,0,-1.23,-5.98,0.015
1700006E09Rik,55.4,0.1,0,-1.23,-6.01,0.015
Slc25a2,18.1,0.1,0,-1.23,-5.97,0.015
Unc5cl,20.6,0.2,0,-2.21,-6.12,0.015
Ndst2,28.6,0.1,0,-1.23,-5.89,0.015
1700011I03Rik,40.6,0.1,0,-1.23,-5.98,0.015
Hecw1,71.2,0.1,0,-1.23,-6.07,0.015
Slfn8,22.4,0.1,0,-1.23,-6.01,0.015
Rdh14,28.6,0.2,0,-2.15,-6.08,0.015
Fam175b,125.4,0.4,0.1,-2.29,-4.75,0.015
Hectd1,309.7,11.7,0.8,-3.88,-4.53,0.015
Slc35f5,105.1,0.1,0,-1.1,-6.06,0.015
Utp6,22.9,0.1,0,-1.23,-6.07,0.015
Ece2,9.3,0.1,0,-1.23,-5.91,0.015
B230217C12Rik,4.2,0.1,0,-1.23,-5.96,0.015
Vmac,58.9,0.1,0,-1.23,-5.99,0.015
Tada2b,84.4,0.1,0,-1.23,-6.03,0.015
Kcns3,17,0.1,0,-1.23,-5.93,0.015
Grn,28.3,0.1,0,-1.23,-5.86,0.015
Sugt1,389.9,1.1,0.1,-2.95,-4.71,0.015
Atp5h,26.5,0.1,0,-1.23,-5.92,0.015
Rhot1,173.6,2.1,0.1,-3.86,-4.81,0.015
Fggy,131,0.1,0,-1.23,-6.03,0.015
4930591A17Rik,0.8,0.1,0,-1.1,-5.97,0.015
Tmem41a,19.8,0.1,0,-1.23,-5.92,0.015
Trim44,144.7,0.3,0.1,-1.95,-4.72,0.015
Arhgef17,59.2,0.1,0,-1.1,-6.06,0.015
Haus7,112.2,0.1,0,-1.8,-6.07,0.015
Arid1b,30,0.1,0,-1.23,-6,0.015
Fam169b,5.2,0.1,0,-1.1,-5.93,0.015
1700013H16Rik,198.6,0.1,0,-1.72,-6.11,0.015
Mdga2,42.1,0.1,0,-1.1,-5.94,0.015
Mcm9,4.7,0.2,0,-2.15,-6.05,0.015
Nphp1,177.8,2.1,0.1,-3.87,-4.83,0.015
4930548H24Rik,44.7,0.1,0,-1.1,-6.03,0.015
Rrp1,3.6,0.1,0,-1.23,-5.85,0.015
Gm16404,56.4,0.1,0,-1.8,-6.04,0.015
Gpatch8,63.7,0.1,0,-1.23,-6.06,0.015
Fchsd2,79,0.1,0,-1.1,-6.06,0.015
4933413G19Rik,10.3,0.1,0,-1.1,-6,0.015
Mpz,2,0.1,0,-1.1,-5.9,0.015
Ccdc110,34.8,0.1,0,-1.23,-6.02,0.015
Pirb,0.8,0.1,0,-1.88,-5.85,0.015
Etfdh,98.8,0.1,0,-1.23,-6.1,0.015
Masp2,29.9,0.1,0,-1.8,-6.05,0.015
Gm20854,50.9,0.1,0,-1.23,-6.1,0.015
Dcdc2c,8,0.1,0,-1.1,-5.98,0.015
Fam3c,94.6,0.1,0,-1.23,-6.1,0.015
Surf1,47.5,0.1,0,-1.1,-6,0.015
Stat2,88.3,0.1,0,-1.1,-6.05,0.015
Zfp280b,10.9,0.1,0,-1.23,-6.06,0.015
Papola,271.3,2,0.2,-3.36,-4.69,0.015
Grpel2,95.4,0.1,0,-1.23,-6.06,0.015
Reep3,246.1,0.1,0,-1.1,-6.02,0.015
Stx5a,57.4,0.1,0,-1.72,-6.09,0.015
Deb1,18,0.1,0,-1.23,-5.98,0.015
Mllt3,70.1,0.1,0,-1.23,-5.95,0.015
Fam107a,71.6,0.1,0,-1.23,-6.01,0.015
Phb2,15.1,0.1,0,-1.23,-5.98,0.015
Rab6b,175.5,0.1,0,-1.1,-6.1,0.015
Slc26a7,4.1,0.1,0,-1.23,-5.93,0.015
Zswim3,3.8,0.1,0,-1.1,-5.97,0.015
Tnfrsf9,2.7,0.1,0,-1.1,-5.95,0.015
4930402K13Rik,26.8,0.1,0,-1.23,-6,0.015
Myo18b,22.7,0.1,0,-1.1,-5.97,0.015
Pgap2,79.4,0.1,0,-1.1,-6.09,0.015
Irf9,33,0.1,0,-1.23,-6.01,0.015
Fancg,33.3,0.1,0,-1.23,-5.98,0.015
Zfp40,21.8,0.1,0,-1.23,-6.06,0.015
Lrrc74a,91.2,0.1,0,-1.23,-5.97,0.015
Tgfb2,29.6,0.2,0,-2.48,-6.03,0.015
Chpt1,614,5.5,0.4,-3.61,-4.6,0.015
Adarb1,21.7,0.1,0,-1.8,-6.13,0.015
Cope,23.2,0.1,0,-1.23,-6.02,0.015
Slc13a1,288.9,2.8,0.2,-3.51,-4.61,0.015
Rhobtb2,9.7,0.1,0,-1.1,-5.91,0.015
Tbc1d8,38,0.1,0,-1.23,-5.94,0.015
Zswim5,17.6,0.1,0,-1.23,-6.01,0.015
Il1f9,32,0.1,0,-1.23,-6.02,0.015
Dnah7a,57.9,0.1,0,-1.1,-6.03,0.015
Esrp2,5.3,0.1,0,-1.23,-5.96,0.015
Ppp6c,138.2,0.1,0,-1.23,-6.09,0.015
Tmco2,141.9,0.1,0,-1.23,-6.02,0.015
Eid2,4.2,0.2,0,-2.15,-6.09,0.015
Bre,35.3,0.1,0,-1.23,-6.02,0.015
Obox1,3.6,0.1,0,-1.23,-5.9,0.015
Tstd2,6.3,0.1,0,-1.23,-5.88,0.015
Gm732,30.7,0.1,0,-1.1,-5.94,0.015
Gsg1,46.2,0.1,0,-1.23,-6.02,0.015
Rragd,81.7,0.1,0,-1.23,-6.02,0.015
Enpep,135,0.1,0,-1.8,-6.07,0.015
Stat4,140.9,1.3,0.1,-3.18,-4.65,0.015
Rab31,84.2,0.1,0,-1.23,-5.94,0.015
Ccdc14,32.3,0.1,0,-1.1,-5.85,0.015
Fbxo28,126,0.3,0.1,-1.97,-4.7,0.015
Klhl6,24.4,0.1,0,-1.23,-5.94,0.015
Zkscan17,81.4,0.1,0,-1.23,-6.03,0.015
Ttc9,22.6,0.1,0,-1.23,-6.06,0.015
Dync1i1,18.5,0.1,0,-1.1,-6.03,0.015
Irak1bp1,18.9,0.1,0,-1.1,-5.97,0.015
Dynlrb1,36,0.1,0,-1.23,-5.87,0.015
Tube1,22.1,0.1,0,-1.88,-6.03,0.015
Kif2b,56,0.1,0,-1.23,-6.06,0.015
Slit2,39.5,2.4,0.1,-4,-4.8,0.015
Rnf187,60.6,0.1,0,-1.23,-6.04,0.015
Efcab12,23.6,0.1,0,-1.23,-6.05,0.015
Syt6,25.5,0.1,0,-1.23,-6.01,0.015
D630023F18Rik,49.4,0.1,0,-1.23,-5.96,0.015
Slc22a19,74.5,0.1,0,-1.1,-5.95,0.015
Pnpo,102.5,0.1,0,-1.23,-5.95,0.015
Mmgt1,78.5,0.1,0,-1.1,-5.92,0.015
Mrpl39,35.4,0.1,0,-1.8,-6.02,0.015
Gm5935,221.5,0.1,0,-1.23,-6.06,0.015
Gm14725,16.3,0.1,0,-1.1,-6.04,0.015
Hs3st4,18.6,0.1,0,-1.1,-5.99,0.015
Ube2d2a,310.6,6.6,0.4,-4.05,-4.65,0.015
Pcdh12,16.9,0.1,0,-1.1,-5.99,0.015
Gm9839,2,0.1,0,-1.1,-5.9,0.015
Zfp354b,11.9,0.1,0,-1.23,-6.03,0.015
Srsf3,554.7,1.8,0.2,-3.18,-4.73,0.015
Emr1,39.8,0.1,0,-1.23,-5.97,0.015
1700049G17Rik,49,0.1,0,-1.1,-6.03,0.015
Ninl,23.5,0.1,0,-1.23,-5.93,0.015
