prey,Base,Vec,Rab5GDP,Rab5GTP,Enr_GDP,Enr_GTP,sEnr_GDP,sEnr_GTP,p_GDP_Vec,p_GTP_Vec,p_GTP_GDP,p_GDP_GTP,p_GDP,p_GTP
Mtus1,193.9,28.8,0.2,0.4,-6.8,-6.08,-2.2,-3.7,0.019,0,0.176,0.824,0.016,0
Limch1,221.7,0.4,0.1,0.2,-1.28,-1.2,-2.05,-3.51,0.021,0,0.166,0.834,0.018,0
Mrps18c,50.9,0.2,0,0,-2.21,-2.21,-2.09,-3.77,0.026,0,0.145,0.855,0.022,0
Rbbp7,280.6,117.6,0.6,0.6,-7.59,-7.5,-2.17,-3.8,0.02,0,0.151,0.849,0.017,0
Sdf2,196,0.1,0.2,0.1,1.15,0.09,-1.79,-3.49,0.034,0,0.124,0.876,0.029,0
Golga1,136.1,0.1,0,0,-1.23,-1.23,-2.07,-3.72,0.023,0,0.155,0.845,0.019,0
Rnf145,80.3,9.6,0.1,0,-6.33,-7.59,-2.18,-3.86,0.017,0,0.142,0.858,0.014,0
Apobec4,47.8,0.1,0,0,-1.23,-1.23,-2.08,-3.72,0.027,0,0.15,0.85,0.023,0
Timp2,312.4,0.4,0.2,0.2,-0.63,-1.01,-1.98,-3.5,0.023,0,0.152,0.848,0.019,0
Igbp1,155.9,66.7,0.2,0.3,-8.01,-7.57,-2.22,-3.81,0.016,0,0.165,0.835,0.014,0
Lin37,6,17.6,0,0,-8.46,-8.46,-2.24,-3.89,0.021,0,0.158,0.842,0.018,0
Adamtsl1,23.3,0.2,0,0,-2.15,-2.15,-2.13,-3.77,0.024,0,0.158,0.842,0.02,0
Zfp354b,10,0.1,0,0,-1.23,-1.23,-2.07,-3.69,0.025,0,0.161,0.839,0.021,0
Chmp5,392.5,0.7,0.8,0.6,0.08,-0.25,-1.95,-3.37,0.023,0,0.165,0.835,0.019,0
Raph1,105.9,1784.1,0,0.5,-15.12,-11.8,-2.23,-3.91,0.019,0,0.159,0.841,0.016,0
Gjb6,94.4,0.1,0.1,0,0.03,-1.23,-1.82,-3.75,0.037,0,0.112,0.888,0.033,0
Snap25,156,2.8,0.1,0,-4.57,-5.83,-2.15,-3.83,0.019,0,0.148,0.852,0.016,0
Nxph1,36.4,37.6,0.1,0,-7.63,-9.56,-2.21,-3.89,0.022,0,0.157,0.843,0.019,0
Tulp3,25.7,0,0.1,0.1,1.92,1.32,-1.81,-3.49,0.035,0,0.125,0.875,0.031,0
Klhl14,15.9,0.5,0,0,-3.52,-3.52,-2.14,-3.75,0.02,0,0.154,0.846,0.017,0
Pmp22,87.6,0.1,0.1,0.1,0.03,0.09,-1.95,-3.45,0.027,0,0.157,0.843,0.023,0
Eif4a1,14,31.3,0,0,-9.29,-9.29,-2.25,-3.87,0.018,0,0.163,0.837,0.015,0
Dbi,69.9,0.1,0,0,-1.23,-1.23,-2.11,-3.73,0.024,0,0.146,0.854,0.02,0
Deptor,136.1,1098,0.1,0.4,-12.5,-11.33,-2.22,-3.87,0.02,0,0.159,0.841,0.017,0
Sod1,30.1,0.1,0,0,-1.72,-1.72,-2.1,-3.71,0.023,0,0.149,0.851,0.019,0
Csrnp2,39,0.1,0.1,0,0.03,-1.23,-1.86,-3.75,0.039,0,0.118,0.882,0.034,0
Tmem154,28.6,0.1,0,0,-1.23,-1.23,-2.1,-3.72,0.024,0,0.159,0.841,0.02,0
Ankrd50,52.4,69.6,0,0,-10.44,-10.44,-2.24,-3.9,0.016,0,0.155,0.845,0.014,0
Zrsr1,55.1,0.3,0,0,-2.79,-2.79,-2.16,-3.75,0.017,0,0.158,0.842,0.015,0
Ssr2,295.8,1851.5,0.7,0.7,-11.27,-11.32,-2.25,-3.88,0.02,0,0.162,0.838,0.017,0
Timm21,234,0.4,0.2,0.2,-0.83,-1.2,-1.96,-3.51,0.026,0,0.151,0.849,0.022,0
Gkap1,55.3,12.6,0,0.1,-7.99,-6.66,-2.2,-3.78,0.021,0,0.168,0.832,0.017,0
Gna14,43.7,171.5,0.1,0,-10.48,-11.74,-2.22,-3.88,0.017,0,0.156,0.844,0.014,0
Tmem9,26.9,0.1,0,0,-1.23,-1.23,-2.11,-3.74,0.023,0,0.153,0.847,0.02,0
Map3k8,18.4,2632,0.1,0,-13.76,-15.68,-2.26,-3.86,0.018,0,0.166,0.834,0.015,0
N4bp2,6.5,2.5,0,0,-5.68,-5.68,-2.17,-3.81,0.02,0,0.154,0.846,0.017,0
Tceb3,116.4,0.2,0,0,-2.21,-2.21,-2.11,-3.72,0.021,0,0.152,0.848,0.018,0
Pla2g4c,1.6,0.1,0,0,-1.1,-1.1,-2.05,-3.71,0.023,0,0.141,0.859,0.02,0
Pus7l,1.3,0.1,0,0,-1.23,-1.23,-2.1,-3.66,0.023,0,0.168,0.832,0.019,0
Camk2g,186.3,28.5,0.6,0,-5.4,-9.16,-2.16,-3.87,0.023,0,0.147,0.853,0.019,0
Hibch,108.3,0.1,0.1,0.1,0.82,0.22,-1.86,-3.47,0.031,0,0.137,0.863,0.027,0
C1s2,9,25.3,0,0,-8.98,-8.98,-2.27,-3.85,0.016,0,0.169,0.831,0.013,0
Ak6,24.9,0.1,0,0,-1.23,-1.23,-2.09,-3.69,0.019,0,0.146,0.854,0.017,0
Ccnt2,30.1,38.5,0,0,-9.59,-9.59,-2.19,-3.9,0.027,0,0.164,0.836,0.023,0
Hormad2,7.3,12.3,0,0,-7.95,-7.95,-2.24,-3.86,0.021,0,0.165,0.835,0.018,0
Ugt2b5,19.3,0,0.1,0,1.26,0,-1.73,-3.71,0.046,0,0.095,0.905,0.042,0
Zfp583,13.6,0.6,0,0,-3.64,-3.64,-2.16,-3.72,0.02,0,0.163,0.837,0.017,0
2310057M21Rik,16.4,50.8,0,0,-9.99,-9.99,-2.22,-3.87,0.016,0,0.158,0.842,0.014,0
Psph,31.1,0,0.1,0,1.26,0,-1.75,-3.69,0.049,0,0.104,0.896,0.043,0
Fam73a,119,206,0.3,0,-9.29,-12.01,-2.21,-3.88,0.019,0,0.154,0.846,0.016,0
Ndufa9,127.9,0.1,0,0,-1.23,-1.23,-2.1,-3.73,0.022,0,0.156,0.844,0.019,0
Acta2,48.3,30.2,0,0,-9.24,-9.24,-2.25,-3.88,0.021,0,0.153,0.847,0.018,0
Ddhd2,20.8,0.1,0.1,0,0.16,-1.1,-1.83,-3.74,0.042,0,0.112,0.888,0.038,0
Fbl,8.3,1.7,0,0,-5.14,-5.14,-2.17,-3.78,0.019,0,0.159,0.841,0.016,0
Sh2d1a,10.1,11.8,0,0,-7.88,-7.88,-2.24,-3.83,0.018,0,0.166,0.834,0.015,0
4921504E06Rik,98.1,3.3,0,0.1,-6.05,-4.72,-2.24,-3.71,0.02,0,0.184,0.816,0.016,0
Tmed9,47,330.9,0,0.2,-12.69,-10.69,-2.24,-3.83,0.021,0,0.163,0.837,0.018,0
2700081O15Rik,58.9,1.4,0,0,-4.83,-4.83,-2.16,-3.81,0.019,0,0.15,0.85,0.016,0
A530054K11Rik,36.3,16.4,0,0,-8.36,-8.36,-2.22,-3.87,0.019,0,0.157,0.843,0.016,0
2510003E04Rik,143.3,0.6,0.2,0.2,-1.24,-1.16,-2.02,-3.46,0.022,0,0.167,0.833,0.018,0
Pgap1,90.1,171.1,0.2,0,-9.36,-11.74,-2.21,-3.91,0.019,0,0.152,0.848,0.016,0
Gabpb1,123.6,32.2,0.1,0.1,-7.41,-8.01,-2.2,-3.86,0.016,0,0.146,0.854,0.014,0
Mia3,24.3,0.1,0,0,-1.23,-1.23,-2.11,-3.73,0.024,0,0.151,0.849,0.02,0
Leprot,103.4,65,0,0,-10.34,-10.34,-2.25,-3.85,0.023,0,0.17,0.83,0.019,0
Rplp0,52.5,0.1,0,0,-1.8,-1.8,-2.13,-3.75,0.019,0,0.155,0.845,0.016,0
Adcy4,10.6,8.6,0,0,-7.44,-7.44,-2.21,-3.84,0.018,0,0.155,0.845,0.015,0
Wdr59,26.2,0,0.1,0,1.26,0,-1.73,-3.71,0.049,0,0.098,0.902,0.044,0
Cp,200.5,378.1,0.2,0.3,-10.51,-10.07,-2.25,-3.88,0.023,0,0.163,0.837,0.019,0
Etfb,31.2,31.5,0,0,-9.3,-9.3,-2.21,-3.87,0.023,0,0.16,0.84,0.019,0
Nadk,244.8,0.1,0.3,0.2,0.92,0.2,-1.9,-3.45,0.029,0,0.136,0.864,0.025,0
Polr2j,12,0.1,0,0,-1.1,-1.1,-2.07,-3.71,0.024,0,0.159,0.841,0.02,0
1700016D06Rik,71.6,0.1,0,0,-1.1,-1.1,-2.1,-3.7,0.019,0,0.154,0.846,0.016,0
Slc25a17,215.7,0.3,0,0.1,-2.63,-1.3,-2.19,-3.54,0.02,0,0.199,0.801,0.016,0
Pqlc3,46.2,145.3,0,0,-11.51,-11.51,-2.28,-3.89,0.018,0,0.174,0.826,0.015,0
Rnf25,11.3,5.1,0,0,-6.69,-6.69,-2.23,-3.83,0.016,0,0.16,0.84,0.014,0
Spsb3,2.1,0.2,0,0,-2.15,-2.15,-2.1,-3.75,0.024,0,0.154,0.846,0.02,0
Emb,263.1,58.6,0.3,0.1,-7.47,-8.87,-2.18,-3.83,0.02,0,0.15,0.85,0.017,0
Ahsa1,48.2,608.2,0,0,-13.57,-13.57,-2.19,-3.89,0.02,0,0.153,0.847,0.017,0
Piwil2,67.7,0.1,0,0,-1.23,-1.23,-2.08,-3.74,0.028,0,0.163,0.837,0.024,0
Prg4,23.2,0.4,0,0,-3.2,-3.2,-2.14,-3.78,0.025,0,0.151,0.849,0.021,0
Xlr4a,25.6,65.4,0,0,-10.35,-10.35,-2.26,-3.91,0.021,0,0.163,0.837,0.017,0
Cdc123,329.5,0.1,0.2,0.2,0.66,0.29,-1.89,-3.43,0.028,0,0.147,0.853,0.024,0
Cir1,41.6,0.1,0,0,-1.88,-1.88,-2.09,-3.75,0.023,0,0.151,0.849,0.02,0
Mta2,56.4,0,0.1,0,1.26,0,-1.73,-3.69,0.046,0,0.103,0.897,0.041,0
Pdha1,356.1,1226.5,0.2,0.3,-12.21,-11.77,-2.23,-3.89,0.018,0,0.158,0.842,0.015,0
Slc35a5,162.6,1.5,0,0,-4.95,-4.95,-2.18,-3.8,0.018,0,0.158,0.842,0.015,0
Gm10094,14.5,1.8,0,0,-5.19,-5.19,-2.21,-3.82,0.016,0,0.154,0.846,0.013,0
Pa2g4,66.2,184.2,0.1,0,-9.92,-11.85,-2.21,-3.87,0.021,0,0.159,0.841,0.018,0
Trim41,19.1,0,0.1,0,1.26,0,-1.68,-3.69,0.053,0,0.1,0.9,0.047,0
Slc6a18,196,0.1,0.1,0,0.69,-1.23,-1.76,-3.78,0.042,0,0.1,0.9,0.038,0
Rab10,389.6,24,0.5,0.9,-5.48,-4.66,-2.17,-3.67,0.022,0,0.177,0.823,0.018,0
Fam114a1,39.8,0.1,0.1,0.1,0.69,0.09,-1.83,-3.46,0.034,0,0.13,0.87,0.029,0
Mgat3,30,42.2,0.2,0,-7.35,-9.72,-2.19,-3.87,0.024,0,0.157,0.843,0.02,0
C9,3.9,0,0.1,0,1.26,0,-1.64,-3.74,0.058,0,0.089,0.911,0.053,0
Cntnap5b,49.8,0.1,0,0,-1.88,-1.88,-2.11,-3.69,0.021,0,0.149,0.851,0.018,0
4921524J17Rik,115.2,8,0.1,0.2,-6.07,-5.33,-2.21,-3.69,0.02,0,0.18,0.82,0.017,0
Ubtf,3.7,0.5,0,0,-3.34,-3.34,-2.18,-3.73,0.022,0,0.168,0.832,0.018,0
Tm4sf1,548.5,0.6,0.6,0.5,0.06,-0.38,-1.94,-3.42,0.025,0,0.156,0.844,0.021,0
Adhfe1,206.5,1061.4,0.1,0.6,-13.11,-10.67,-2.22,-3.9,0.022,0,0.153,0.847,0.018,0
Myl6,29.7,2.2,0,0.1,-5.52,-4.19,-2.23,-3.63,0.015,0,0.186,0.814,0.012,0
Trim52,5.2,0,0.1,0,1.26,0,-1.69,-3.71,0.053,0,0.096,0.904,0.048,0
Mier1,194.7,9.9,0.1,0,-6.38,-7.64,-2.17,-3.89,0.025,0,0.147,0.853,0.021,0
Rps24,41.2,2.3,0,0,-5.55,-5.55,-2.17,-3.85,0.02,0,0.15,0.85,0.017,0
Tti1,7.4,0.1,0,0,-1.23,-1.23,-2.07,-3.7,0.024,0,0.157,0.843,0.02,0
Cldn16,28.2,0.1,0,0,-1.23,-1.23,-2.09,-3.69,0.025,0,0.16,0.84,0.021,0
Cox16,14.9,0.1,0,0,-1.1,-1.1,-2.06,-3.72,0.025,0,0.15,0.85,0.021,0
Satb1,166.4,45.3,0.2,0.1,-7.45,-8.5,-2.18,-3.83,0.018,0,0.146,0.854,0.015,0
Sfxn3,32.8,0.1,0,0,-1.23,-1.23,-2.11,-3.71,0.023,0,0.158,0.842,0.02,0
Unc13c,58.4,0.1,0.2,0.1,1.15,0.09,-1.78,-3.51,0.038,0,0.121,0.879,0.034,0
Brinp3,15.1,0.1,0,0,-1.72,-1.72,-2.11,-3.75,0.022,0,0.152,0.848,0.019,0
Slx,52.2,0,0.1,0,1.26,0,-1.75,-3.71,0.047,0,0.104,0.896,0.042,0
Rragd,77.2,0.1,0.2,0.1,1.15,0.09,-1.81,-3.49,0.036,0,0.117,0.883,0.032,0
Wsb2,40.7,0.1,0,0,-1.1,-1.1,-2.08,-3.71,0.025,0,0.154,0.846,0.021,0
Akr1c14,266.1,823.8,1.7,0.5,-8.84,-10.68,-2.2,-3.88,0.022,0,0.159,0.841,0.018,0
Pls3,440.6,0.2,0.8,0.3,1.62,0.28,-1.78,-3.46,0.04,0,0.12,0.88,0.035,0
Srek1,34.1,8.3,0,0,-7.38,-7.38,-2.19,-3.87,0.023,0,0.157,0.843,0.019,0
Gys2,27.7,0,0.1,0,1.26,0,-1.75,-3.75,0.045,0,0.101,0.899,0.04,0
Map3k2,51.6,6.2,0,0,-6.96,-6.96,-2.23,-3.88,0.017,0,0.159,0.841,0.014,0
Snrnp48,33,0.1,0,0,-1.23,-1.23,-2.13,-3.73,0.02,0,0.152,0.848,0.017,0
Dram2,385.6,3569.3,0.5,22.1,-12.69,-7.33,-2.2,-3.79,0.019,0,0.167,0.833,0.016,0
Rap1gds1,116.5,0.1,0.2,0.1,1.15,0.09,-1.78,-3.53,0.036,0,0.116,0.884,0.032,0
Ankrd46,210.4,0.2,0.3,0.1,0.19,-1.21,-1.87,-3.59,0.035,0,0.121,0.879,0.031,0
Lypd8,22.2,57,0,0,-10.16,-10.16,-2.24,-3.88,0.021,0,0.168,0.832,0.018,0
Fastkd5,46.9,0.3,0,0,-2.67,-2.67,-2.15,-3.77,0.026,0,0.156,0.844,0.022,0
Izumo3,200.5,0.3,0,0,-2.87,-2.87,-2.17,-3.79,0.024,0,0.159,0.841,0.02,0
Hnrnpa2b1,125.9,0.5,0,0,-3.52,-3.52,-2.18,-3.77,0.02,0,0.16,0.84,0.017,0
Lrch3,155.6,51.6,0.1,0.1,-8.75,-8.69,-2.24,-3.85,0.02,0,0.158,0.842,0.017,0
Sgol2,52.4,0.1,0,0,-1.8,-1.8,-2.12,-3.75,0.026,0,0.156,0.844,0.022,0
Cd209a,63.8,0.1,0.1,0,0.21,-1.72,-1.81,-3.75,0.031,0,0.101,0.899,0.028,0
Anp32a,43,0,0.1,0,1.26,0,-1.73,-3.72,0.049,0,0.102,0.898,0.044,0
Tbr1,25.1,0.1,0,0,-1.23,-1.23,-2.13,-3.69,0.022,0,0.161,0.839,0.018,0
Slc36a4,23.8,0.1,0,0,-1.88,-1.88,-2.12,-3.71,0.024,0,0.159,0.841,0.02,0
Ube2r2,108.2,18.6,0.2,0.1,-6.17,-7.22,-2.15,-3.82,0.023,0,0.148,0.852,0.019,0
Cldn25,56.5,282.6,0,0,-12.47,-12.47,-2.25,-3.89,0.02,0,0.155,0.845,0.017,0
Cyp24a1,81.2,0.1,0,0,-1.1,-1.1,-2.11,-3.74,0.025,0,0.151,0.849,0.021,0
Rab9,214.7,0.6,0.8,0.4,0.52,-0.55,-1.85,-3.43,0.026,0,0.126,0.874,0.023,0
Msh2,30.2,0.1,0,0,-1.72,-1.72,-2.12,-3.71,0.025,0,0.165,0.835,0.021,0
D430041D05Rik,34.1,10.9,0,0.2,-7.78,-5.78,-2.24,-3.71,0.022,0,0.176,0.824,0.018,0
Nkiras1,183.8,4.1,0.5,0,-2.93,-6.36,-1.99,-3.84,0.024,0,0.113,0.887,0.021,0
Hspa9,330.6,144.8,0.5,0.2,-8.07,-9.5,-2.18,-3.87,0.02,0,0.152,0.848,0.017,0
Lcorl,105.5,2.5,0.2,0.2,-3.28,-3.2,-2.12,-3.55,0.019,0,0.166,0.834,0.015,0
D5Ertd579e,67.3,37.6,0.1,0,-8.29,-9.56,-2.24,-3.88,0.016,0,0.149,0.851,0.014,0
Ccdc15,67,109,16.3,0,-2.74,-11.09,-1.93,-3.88,0.024,0,0.103,0.897,0.022,0
Slc26a2,13.1,0.1,0,0,-1.1,-1.1,-2.09,-3.72,0.023,0,0.146,0.854,0.02,0
Atp10a,27.4,0.1,0,0,-1.23,-1.23,-2.09,-3.73,0.025,0,0.152,0.848,0.021,0
Zbtb6,45.8,0.1,0.1,0,0.03,-1.23,-1.85,-3.7,0.032,0,0.11,0.89,0.028,0
Stard5,60.1,7.4,0,0,-7.22,-7.22,-2.24,-3.82,0.018,0,0.165,0.835,0.015,0
Ces1f,231.1,0.2,0.3,0.2,0.57,0.32,-1.93,-3.41,0.025,0,0.155,0.845,0.021,0
Scamp1,602,141.1,1.1,1.1,-6.92,-6.91,-2.16,-3.74,0.014,0,0.149,0.851,0.012,0
Tspyl5,39.3,10.1,0,0,-7.67,-7.67,-2.2,-3.87,0.023,0,0.166,0.834,0.019,0
Ddx6,61.9,1.3,0,0,-4.72,-4.72,-2.17,-3.79,0.019,0,0.15,0.85,0.016,0
Gm20826,23.5,0,0.1,0,1.92,0,-1.64,-3.74,0.06,0,0.091,0.909,0.054,0
Cdca4,16.2,2.8,0,0,-5.84,-5.84,-2.2,-3.84,0.019,0,0.153,0.847,0.016,0
Csf2rb,30.6,0.1,0,0,-1.23,-1.23,-2.11,-3.74,0.021,0,0.15,0.85,0.018,0
Ccdc146,55.5,1.6,0,0.1,-5.04,-3.72,-2.22,-3.66,0.02,0,0.186,0.814,0.016,0
Hspa2,30.6,0.5,0,0,-3.35,-3.35,-2.16,-3.73,0.022,0,0.151,0.849,0.018,0
Ogt,460.9,21.8,1.1,1.2,-4.22,-4.12,-2.09,-3.6,0.018,0,0.161,0.839,0.015,0
Efcab5,114.9,1,0,0,-4.43,-4.43,-2.22,-3.83,0.019,0,0.161,0.839,0.016,0
Skap2,212.4,0.3,0.2,0.1,-0.5,-1.55,-1.93,-3.59,0.027,0,0.131,0.869,0.024,0
Mpp5,178.7,1.2,0.7,0.4,-0.74,-1.55,-1.91,-3.48,0.027,0,0.138,0.862,0.024,0
Chia1,119.5,0.1,0.3,0.2,1.49,0.77,-1.83,-3.4,0.035,0,0.138,0.862,0.03,0
Bub1,142.6,2.8,0.2,0.1,-3.46,-4.51,-2.08,-3.73,0.02,0,0.136,0.864,0.017,0
Mysm1,16.4,13.4,0,0,-8.07,-8.07,-2.21,-3.83,0.023,0,0.166,0.834,0.019,0
Lrfn5,11.2,0.1,0,0,-1.1,-1.1,-2.1,-3.74,0.029,0,0.153,0.847,0.025,0
Thoc5,32.4,6,0,0,-6.92,-6.92,-2.21,-3.85,0.016,0,0.157,0.843,0.013,0
Ltv1,77.3,0.1,0,0,-1.23,-1.23,-2.11,-3.73,0.024,0,0.155,0.845,0.02,0
Slc12a7,13.6,0,0.1,0,1.26,0,-1.72,-3.69,0.052,0,0.102,0.898,0.047,0
Syvn1,4.7,0.1,0,0,-1.23,-1.23,-2.07,-3.69,0.027,0,0.163,0.837,0.023,0
Lyzl4,13.6,0.1,0,0,-1.23,-1.23,-2.08,-3.69,0.024,0,0.15,0.85,0.021,0
Ubqln1,228.1,57.1,0.2,0,-7.78,-10.16,-2.2,-3.89,0.019,0,0.15,0.85,0.017,0
Ahr,83.5,5,0.1,0.3,-5.4,-3.86,-2.2,-3.6,0.019,0,0.184,0.816,0.015,0
Ero1l,161.3,0,0.1,0.1,1.92,1.32,-1.87,-3.53,0.035,0,0.134,0.866,0.031,0
Deb1,15.6,0.1,0,0,-1.23,-1.23,-2.1,-3.71,0.019,0,0.145,0.855,0.017,0
Dek,329.7,12.7,0.8,0.5,-3.96,-4.67,-2.06,-3.67,0.025,0,0.158,0.842,0.021,0
Atp2a2,400.8,136.6,0.6,0.5,-7.81,-7.89,-2.19,-3.77,0.018,0,0.164,0.836,0.015,0
Gstp1,18.6,0.1,0,0,-1.23,-1.23,-2.07,-3.71,0.028,0,0.15,0.85,0.024,0
Rac2,20.8,0.2,0,0,-2.48,-2.48,-2.17,-3.77,0.022,0,0.166,0.834,0.018,0
Mob4,167.9,455.9,0,0,-13.15,-13.15,-2.22,-3.89,0.017,0,0.158,0.842,0.014,0
Pcdh7,121.9,20.8,0.1,0,-7.44,-8.7,-2.18,-3.87,0.023,0,0.148,0.852,0.02,0
Pdp1,171.7,117.8,0.3,0.1,-8.2,-9.88,-2.18,-3.88,0.021,0,0.154,0.846,0.017,0
Tmx3,129.8,0.5,0.6,0.3,0.05,-0.75,-1.89,-3.4,0.03,0,0.144,0.856,0.026,0
Zfp322a,84.9,2384.5,0.1,0,-14.28,-15.54,-2.24,-3.9,0.019,0,0.162,0.838,0.016,0
Chgb,106.8,7.4,0,0,-7.22,-7.22,-2.21,-3.87,0.019,0,0.156,0.844,0.016,0
Chka,79.1,0.1,0,0,-1.23,-1.23,-2.11,-3.74,0.017,0,0.148,0.852,0.015,0
Lgals1,12.6,0.1,0,0,-1.8,-1.8,-2.12,-3.72,0.024,0,0.16,0.84,0.02,0
Fxyd2,10.2,0.1,0,0,-1.1,-1.1,-2.08,-3.68,0.022,0,0.147,0.853,0.019,0
Ccdc136,22.9,0.1,0,0,-1.1,-1.1,-2.07,-3.7,0.025,0,0.157,0.843,0.021,0
Nudt18,9.5,16.7,0,0,-8.39,-8.39,-2.23,-3.91,0.018,0,0.153,0.847,0.015,0
Sars,15.6,0,0.1,0,1.26,0,-1.65,-3.72,0.059,0,0.101,0.899,0.053,0
Lsm14a,148,261.1,0.1,0,-10.43,-12.35,-2.2,-3.92,0.021,0,0.149,0.851,0.018,0
Josd1,84.9,0.1,0,0,-1.23,-1.23,-2.12,-3.73,0.023,0,0.157,0.843,0.019,0
Ercc8,29.8,0.1,0,0,-1.72,-1.72,-2.09,-3.72,0.023,0,0.148,0.852,0.019,0
Gimap6,213.3,2.9,0.2,0.2,-3.53,-3.9,-2.1,-3.62,0.022,0,0.159,0.841,0.018,0
Golph3,307.6,244.1,0.6,0.2,-8.49,-9.79,-2.19,-3.89,0.019,0,0.149,0.851,0.016,0
Ywhaq,605.4,2.9,1.3,1.1,-1.16,-1.32,-1.99,-3.44,0.025,0,0.159,0.841,0.021,0
Slc22a21,40.4,0,0.1,0,1.26,0,-1.73,-3.7,0.047,0,0.099,0.901,0.043,0
Atp5l,53.9,0,0.1,0,1.26,0,-1.74,-3.74,0.056,0,0.103,0.897,0.05,0
Slc41a2,21.2,161.2,0,0,-11.66,-11.66,-2.2,-3.87,0.022,0,0.156,0.844,0.018,0
Pan3,58.6,0.1,0,0,-1.72,-1.72,-2.11,-3.7,0.022,0,0.159,0.841,0.018,0
Brk1,68.7,118.4,0,0,-11.21,-11.21,-2.22,-3.88,0.019,0,0.156,0.844,0.016,0
Ica1l,100.4,137.7,0.1,0,-10.17,-11.43,-2.25,-3.92,0.016,0,0.15,0.85,0.014,0
Mogat1,103.6,0.9,0.1,0.1,-2.91,-2.85,-2.13,-3.63,0.019,0,0.16,0.84,0.016,0
Cndp1,66.1,0.1,0,0,-1.23,-1.23,-2.11,-3.73,0.026,0,0.155,0.845,0.022,0
Elk4,10,0.1,0,0,-1.23,-1.23,-2.09,-3.72,0.02,0,0.148,0.852,0.017,0
Tbx3,4.5,2.1,0,0,-5.44,-5.44,-2.22,-3.78,0.018,0,0.168,0.832,0.015,0
Zfp664,107.9,0.4,0,0,-3.01,-3.01,-2.19,-3.75,0.018,0,0.168,0.832,0.015,0
Drc1,52.9,0.1,0,0,-1.1,-1.1,-2.12,-3.7,0.021,0,0.152,0.848,0.017,0
Tnfrsf9,2.8,0.1,0,0,-1.1,-1.1,-2.05,-3.7,0.028,0,0.147,0.853,0.024,0
Fgfbp1,102.5,0.1,0.1,0.1,-0.54,-0.48,-2,-3.52,0.022,0,0.159,0.841,0.019,0
Insl6,40.3,1.1,0,0,-4.51,-4.51,-2.22,-3.79,0.018,0,0.165,0.835,0.015,0
Arhgap12,149.7,503,0,0,-13.3,-13.3,-2.21,-3.86,0.019,0,0.153,0.847,0.016,0
Abhd17b,210.3,36.7,0.1,0,-7.6,-9.52,-2.21,-3.86,0.021,0,0.157,0.843,0.018,0
Plcg1,9.4,546,0,0.1,-13.41,-12.09,-2.23,-3.91,0.023,0,0.162,0.838,0.019,0
Fcf1,31.8,12.2,0.1,0,-6.01,-7.93,-2.13,-3.86,0.021,0,0.138,0.862,0.019,0
Atl3,261.1,1.5,0.2,0,-2.62,-5,-2.03,-3.83,0.024,0,0.123,0.877,0.021,0
Sez6l,2.1,2,0,0,-5.36,-5.36,-2.17,-3.78,0.023,0,0.159,0.841,0.019,0
Fancc,25.8,0.1,0.1,0,0.16,-1.1,-1.78,-3.75,0.037,0,0.1,0.9,0.033,0
Psma7,61.1,0.1,0.1,0.1,0.12,-0.48,-1.87,-3.53,0.024,0,0.128,0.872,0.021,0
Trim6,9.9,12.8,0,0,-8.01,-8.01,-2.21,-3.83,0.023,0,0.165,0.835,0.019,0
Smc5,165.7,102.9,0.1,0.5,-9.75,-7.48,-2.17,-3.79,0.024,0,0.159,0.841,0.021,0
Arsj,7.8,0.1,0,0,-1.23,-1.23,-2.07,-3.7,0.026,0,0.159,0.841,0.022,0
Slc6a6,61.7,2.8,0.1,0.1,-4.56,-4.5,-2.12,-3.67,0.018,0,0.149,0.851,0.015,0
Yeats2,9.2,0,0.1,0,1.26,0,-1.71,-3.71,0.057,0,0.1,0.9,0.051,0
Myo6,307.5,0.1,1,0.2,3.26,1.36,-1.69,-3.48,0.043,0,0.106,0.894,0.039,0
Pbxip1,117,12.7,0.1,0,-6.07,-8,-2.19,-3.87,0.02,0,0.152,0.848,0.017,0
Slc22a30,139,28.2,0.2,0.2,-6.77,-7.14,-2.22,-3.78,0.021,0,0.167,0.833,0.017,0
Meis2,147.3,126.2,0,0.1,-11.3,-9.98,-2.24,-3.86,0.021,0,0.168,0.832,0.018,0
Cdk5rap3,15.7,0.1,0,0,-1.23,-1.23,-2.1,-3.71,0.02,0,0.146,0.854,0.017,0
Pmp2,4.2,0.1,0,0,-1.1,-1.1,-2.09,-3.7,0.024,0,0.155,0.845,0.02,0
Rbpms2,11.5,0.1,0,0,-1.23,-1.23,-2.06,-3.71,0.027,0,0.147,0.853,0.023,0
Copg1,207.3,2.5,0.2,0.4,-3.31,-2.59,-2.1,-3.48,0.021,0,0.187,0.813,0.017,0
Pnpo,97,0.1,0,0,-1.23,-1.23,-2.1,-3.7,0.025,0,0.156,0.844,0.021,0
Magee1,131.3,3.8,0.1,0.1,-5.02,-4.95,-2.15,-3.71,0.021,0,0.167,0.833,0.017,0
Phtf1,108,0.1,0.1,0.1,-0.62,-0.56,-2.02,-3.5,0.02,0,0.166,0.834,0.017,0
Pcyt2,10.2,2.1,0,0.1,-5.41,-4.08,-2.2,-3.61,0.02,0,0.184,0.816,0.016,0
Mrpl37,59,0.1,0,0,-1.8,-1.8,-2.11,-3.72,0.018,0,0.145,0.855,0.016,0
