prey,Base_diUb4,Vec_diUb4,di4spUb,Enr_diUb4,sEnr_diUb4,p_Bind_diUb4
Zranb1,54.5,0.1,0,-1.23,-6.58,0.012
Svep1,38.4,0.1,0,-1.23,-6.63,0.012
Sv2c,1.7,0.1,0,-1.1,-6.47,0.012
Nop58,98.6,0.5,0.1,-2.48,-5.22,0.012
Pcmtd2,201.1,0.6,0.1,-2.67,-5.24,0.012
Gba,32.6,0.1,0,-1.23,-6.61,0.012
Tmem154,26.8,0.1,0,-1.23,-6.61,0.012
Cox16,14.6,0.1,0,-1.1,-6.6,0.012
Cdc42,602,2.5,0.2,-3.27,-4.93,0.012
Slc6a14,39.3,0.1,0,-1.23,-6.64,0.012
Anxa5,40.2,0.1,0,-1.23,-6.55,0.012
Ghrl,7.8,0.1,0,-1.23,-6.44,0.012
Cdh19,1.7,0.1,0,-1.1,-6.52,0.012
Glmn,72,0.4,0.1,-2.04,-5.08,0.012
Arsk,46.5,0.1,0,-1.23,-6.53,0.012
Pard6g,19.4,0.1,0,-1.1,-6.54,0.012
Cst3,32.9,0.5,0.1,-2.33,-5.02,0.012
Cars,19.3,0.1,0,-1.23,-6.64,0.012
Mdfic,51.4,0.1,0,-1.1,-6.47,0.012
Defa3,0.5,0.1,0,-1.23,-6.5,0.012
Ensa,15.8,0.1,0,-1.23,-6.58,0.012
Gpatch1,3.2,0.1,0,-1.1,-6.64,0.012
Nfatc2ip,6.6,0.1,0,-1.23,-6.65,0.012
Map3k12,179.8,9.9,0.7,-3.65,-4.72,0.012
Tpr,87.5,0.7,0.1,-2.86,-5.29,0.012
Ccrl2,31,0.1,0,-1.23,-6.56,0.012
Ndst2,26.7,0.1,0,-1.23,-6.56,0.012
Unc13c,49.3,0.1,0,-1.23,-6.66,0.011
Tiparp,114.3,0.7,0.1,-2.86,-5.32,0.011
Ccdc146,45.5,1.6,0.2,-2.98,-4.78,0.011
Gdpd4,14.4,0.1,0,-1.1,-6.63,0.011
Acsm5,44.8,0.1,0,-1.1,-6.54,0.011
Cyp2d10,2.9,0.1,0,-1.23,-6.54,0.011
1700016D06Rik,66.2,0.1,0,-1.1,-6.57,0.011
Spata9,441.3,0.5,0.1,-2.33,-5.33,0.011
Lyve1,168.7,0.1,0,-1.23,-6.64,0.011
Skap2,231,0.3,0.1,-1.83,-5.17,0.011
Gm8765,14.5,0.1,0,-1.23,-6.54,0.011
Tirap,18.9,0.1,0,-1.1,-6.52,0.011
Stx19,19.5,0.1,0,-1.23,-6.57,0.011
Wdfy2,1.7,0.1,0,-1.1,-6.46,0.011
Slfn2,50.2,0.1,0,-1.23,-6.59,0.011
Gm21950,85.3,0.5,0.1,-2.44,-5.16,0.011
Pam16,6.7,0.1,0,-1.1,-6.4,0.011
Psme4,263.9,0.5,0.1,-2.39,-5.25,0.011
Clec9a,43.3,0.1,0,-1.23,-6.58,0.011
Csrp2,17.6,0.1,0,-1.23,-6.64,0.011
Ncan,15.2,0.1,0,-1.1,-6.55,0.011
Xpc,10.2,0.1,0,-1.23,-6.5,0.011
Ube2dnl1,14.4,0.1,0,-1.23,-6.6,0.011
Adam28,20.4,0.1,0,-1.23,-6.53,0.011
Zfp120,95.6,0.1,0,-1.23,-6.66,0.011
Tex36,223.1,0.5,0.1,-2.48,-5.2,0.011
Rfxank,4.1,0.1,0,-1.1,-6.52,0.011
Trim32,46.8,0.1,0,-1.23,-6.58,0.011
Adrm1,3.9,0.1,0,-1.1,-6.49,0.011
Iars,13.4,0.1,0,-1.23,-6.42,0.011
Ids,154.6,0.7,0.1,-2.88,-5.34,0.011
Ttc12,14.6,0.1,0,-1.1,-6.53,0.011
Pla2g4e,8.9,0.1,0,-1.1,-6.5,0.011
Heatr1,29.1,0.1,0,-1.1,-6.57,0.011
Smim23,24.4,0.1,0,-1.23,-6.61,0.011
Dcdc2c,7.8,0.1,0,-1.1,-6.51,0.011
Spaca7,67,0.1,0,-1.23,-6.62,0.011
Ndufa7,3.2,0.1,0,-1.23,-6.46,0.011
Lsm14b,8.7,0.1,0,-1.23,-6.54,0.011
Zfp280b,10,0.1,0,-1.23,-6.58,0.011
Nfe2l2,145.1,2.9,0.2,-3.51,-4.91,0.011
Hid1,8.1,0.1,0,-1.23,-6.52,0.011
Clec4b1,5.9,0.1,0,-1.23,-6.55,0.011
Gcfc2,5.9,0.1,0,-1.23,-6.55,0.011
Trpm6,43.7,0.1,0,-1.23,-6.63,0.011
Rqcd1,56.8,0.1,0,-1.1,-6.61,0.011
Ranbp1,14.5,0.1,0,-1.23,-6.53,0.011
Smug1,34.9,0.1,0,-1.1,-6.5,0.011
Vat1l,23.9,0.1,0,-1.1,-6.61,0.011
Dgkh,21.4,0.1,0,-1.1,-6.5,0.011
Vps13c,7.9,0.1,0,-1.23,-6.6,0.011
Smg5,2,0.1,0,-1.1,-6.48,0.011
Dhps,6.6,0.1,0,-1.23,-6.45,0.011
Ccr2,22.5,0.1,0,-1.23,-6.53,0.011
Maats1,12.9,0.1,0,-1.1,-6.51,0.011
Herc1,37.2,0.1,0,-1.23,-6.58,0.011
Esm1,8.3,1.1,0.1,-3.54,-5.26,0.011
Gm5416,0.7,0.1,0,-1.23,-6.52,0.011
Rictor,45.9,0.1,0,-1.23,-6.53,0.011
Fxyd2,8.7,0.1,0,-1.1,-6.52,0.011
Noc3l,11.3,0.1,0,-1.23,-6.46,0.011
Mob2,8.1,0.1,0,-1.1,-6.45,0.011
Slc16a7,278.4,0.3,0.1,-1.83,-5.17,0.011
Adnp2,36.4,0.1,0,-1.1,-6.63,0.011
Pus10,135.7,0.4,0.1,-2.14,-5.08,0.011
1700102P08Rik,34.3,0.1,0,-1.23,-6.54,0.011
Prokr2,3.1,0.1,0,-1.23,-6.54,0.011
1700001J03Rik,41.4,0.1,0,-1.1,-6.51,0.011
Gfod1,12.3,0.1,0,-1.23,-6.48,0.011
Exoc6b,32.9,0.1,0,-1.1,-6.6,0.011
Zfp90,27.4,0.1,0,-1.23,-6.51,0.011
Pitpnm3,8.6,0.1,0,-1.23,-6.52,0.011
Lrfn5,11.4,0.1,0,-1.1,-6.49,0.011
Kif3c,44.8,0.1,0,-1.23,-6.58,0.011
Brca2,36.6,0.1,0,-1.1,-6.59,0.011
Aff4,341,91.8,6.6,-3.79,-4.6,0.011
Txndc15,49.6,0.1,0,-1.1,-6.62,0.011
Zfp354b,9.7,0.1,0,-1.23,-6.47,0.011
Sbk3,1.4,0.1,0,-1.23,-6.47,0.011
Cdc42se2,160.4,0.5,0.1,-2.39,-5.16,0.011
Hax1,274.5,1.6,0.2,-2.98,-4.9,0.011
Senp1,36,0.1,0,-1.23,-6.55,0.011
Phgdh,1.2,0.2,0,-2.15,-6.51,0.011
Esrp2,4.7,0.1,0,-1.23,-6.48,0.011
Ahsa2,220,25.7,1.9,-3.72,-4.68,0.011
Tubb2b,8.9,0.1,0,-1.23,-6.58,0.011
Gpr37,22.8,0.1,0,-1.1,-6.54,0.011
Rtfdc1,67.3,0.1,0,-1.1,-6.59,0.011
Uspl1,35.3,0.1,0,-1.1,-6.62,0.011
Tbca,21.5,0.1,0,-1.1,-6.6,0.011
Chrna4,34.6,0.1,0,-1.23,-6.7,0.011
Stub1,3.7,0.1,0,-1.1,-6.51,0.011
Sde2,20.7,0.1,0,-1.1,-6.61,0.011
Tbcd,21,0.1,0,-1.1,-6.59,0.011
Gpt,1,0.1,0,-1.23,-6.46,0.011
Cdkal1,38.5,0.1,0,-1.23,-6.54,0.011
Zfp458,6,0.1,0,-1.23,-6.56,0.011
Fam169b,7,0.1,0,-1.1,-6.49,0.011
Tmtc3,44.5,0.1,0,-1.72,-6.62,0.011
Tstd2,5.9,0.1,0,-1.23,-6.52,0.011
Usp54,68,0.1,0,-1.1,-6.64,0.011
Coro1c,21.6,0.1,0,-1.1,-6.63,0.011
Napb,123.4,0.1,0,-1.23,-6.69,0.011
Letm2,73.6,0.1,0,-1.23,-6.68,0.011
Rwdd2b,29.8,0.9,0.1,-3.17,-5.19,0.011
Bnc2,2.6,0.1,0,-1.1,-6.43,0.011
Sec11a,280,0.3,0.1,-1.87,-5.28,0.011
Myh11,71.1,0.1,0,-1.23,-6.62,0.011
Zfp507,28.7,0.1,0,-1.23,-6.61,0.011
Slc25a2,23.5,0.1,0,-1.23,-6.6,0.011
Rpl32,24.9,0.1,0,-1.1,-6.59,0.011
Cdkl4,49.6,0.1,0,-1.1,-6.46,0.011
Trp53inp2,260.1,0.2,0.1,-1.54,-5.19,0.011
Atp10a,29,0.1,0,-1.23,-6.58,0.011
Gdap2,77.5,0.1,0,-1.1,-6.61,0.011
Oit1,131.7,0.1,0,-1.8,-6.72,0.011
2700029M09Rik,60.4,0.1,0,-1.72,-6.62,0.011
Msx1,11.6,0.1,0,-1.72,-6.52,0.011
Gtpbp2,7.1,0.1,0,-1.23,-6.53,0.011
Rbm45,45.8,0.1,0,-1.1,-6.56,0.011
Ell2,98.7,0.1,0,-1.23,-6.6,0.011
Mtl5,11.6,0.1,0,-1.1,-6.49,0.011
Zfp119b,7.9,0.1,0,-1.23,-6.54,0.011
Prodh2,9.4,0.1,0,-1.23,-6.58,0.011
Glo1,274.1,0.4,0.1,-2.01,-5.2,0.011
Pip4k2c,5.4,0.1,0,-1.23,-6.54,0.011
4930519G04Rik,16.3,0.1,0,-1.23,-6.55,0.011
Tsnax,29.8,0.1,0,-1.1,-6.6,0.011
Gnb5,81.7,0.1,0,-1.1,-6.58,0.011
Pradc1,21.7,0.1,0,-1.23,-6.57,0.011
Rbpms2,11.7,0.1,0,-1.23,-6.54,0.011
Tshz3,17.4,0.3,0,-2.97,-6.72,0.011
Aftph,150.2,0.6,0.1,-2.58,-5.21,0.011
Ccl11,27.7,0.1,0,-1.1,-6.59,0.011
Srpx2,17.5,0.1,0,-1.23,-6.59,0.011
Dynlt1b,17.1,0.1,0,-1.1,-6.57,0.011
Lrrc34,262.4,0.6,0.1,-2.65,-5.28,0.011
Rassf2,14,0.1,0,-1.1,-6.59,0.011
Syt6,31.3,0.1,0,-1.23,-6.59,0.011
Letm1,24.8,0.1,0,-1.1,-6.53,0.011
Nlk,37.4,0.1,0,-1.1,-6.49,0.011
Clec12b,44.7,0.1,0,-1.23,-6.66,0.011
Kpna2,300.3,0.7,0.1,-2.9,-5.34,0.011
1700006E09Rik,57.3,0.1,0,-1.23,-6.66,0.011
D2Wsu81e,3.2,0.1,0,-1.1,-6.58,0.011
Tmem41a,20.8,0.1,0,-1.23,-6.54,0.011
Med4,66.3,0.1,0,-1.1,-6.65,0.011
Rora,186.3,0.1,0,-1.1,-6.65,0.011
Pabpn1,31.6,0.1,0,-1.23,-6.56,0.011
Syk,19.4,0.1,0,-1.23,-6.51,0.011
Spn,19.8,0.1,0,-1.1,-6.53,0.011
Enpp3,73.8,0.1,0,-1.1,-6.51,0.011
Rap1gap2,16.6,0.1,0,-1.23,-6.58,0.011
Prnd,31.3,0.1,0,-1.1,-6.6,0.011
H2-D1,15.4,0.1,0,-1.8,-6.51,0.011
Dynll2,12.6,0.1,0,-1.23,-6.58,0.011
Aqp9,43.5,0.1,0,-1.23,-6.54,0.011
Decr2,7.5,0.1,0,-1.23,-6.54,0.011
Casr,5.7,0.1,0,-1.1,-6.43,0.011
Tcerg1,131.5,0.1,0,-1.88,-6.63,0.011
N4bp2l1,33.9,0.1,0,-1.23,-6.56,0.011
Syt14,15.2,0.1,0,-1.1,-6.61,0.011
Srpk1,31.8,0.1,0,-1.23,-6.54,0.011
Tmem38a,25.6,0.1,0,-1.72,-6.68,0.011
Ddhd2,21.6,0.1,0,-1.1,-6.54,0.011
Col11a1,7,0.1,0,-1.1,-6.43,0.011
Atg7,5,0.1,0,-1.1,-6.48,0.011
Fxyd3,17.3,0.1,0,-1.23,-6.66,0.011
Catsper1,2.9,0.1,0,-1.72,-6.6,0.011
Eml3,4.6,0.1,0,-1.1,-6.49,0.011
Dlgap4,2.9,0.1,0,-1.23,-6.49,0.011
Rhoj,49.5,0.1,0,-1.23,-6.63,0.011
Tars2,8.1,0.1,0,-1.1,-6.48,0.011
Ercc8,34.3,0.1,0,-1.72,-6.64,0.011
Lrrk1,11.4,0.1,0,-1.1,-6.6,0.011
Irs1,188,0.3,0.1,-1.91,-5.14,0.011
Nudt11,11.2,0.1,0,-1.23,-6.51,0.011
Gpaa1,2.3,0.1,0,-1.23,-6.49,0.011
Ankrd10,38.3,0.1,0,-1.23,-6.67,0.011
Efcab7,34.4,0.1,0,-1.88,-6.59,0.011
Setd3,74.5,0.1,0,-1.23,-6.57,0.011
AY074887,88,0.1,0,-1.8,-6.7,0.011
Nmrk1,37.9,0.1,0,-1.23,-6.59,0.011
Slco6d1,47.4,0.1,0,-1.1,-6.61,0.011
Kalrn,14.8,0.1,0,-1.1,-6.66,0.011
Rgs4,226.8,0.4,0.1,-2.01,-5.16,0.011
Efcab12,28.7,0.1,0,-1.23,-6.46,0.011
Lipf,39.6,0.1,0,-1.23,-6.43,0.011
Ccdc144b,6.7,0.1,0,-1.23,-6.53,0.011
Hspb6,10.9,0.1,0,-1.23,-6.6,0.011
Gpatch4,11.7,0.1,0,-1.1,-6.52,0.01
Ubxn8,27.9,0.1,0,-1.72,-6.67,0.01
Scgn,8.2,0.1,0,-1.1,-6.48,0.01
Gm2022,7,0.1,0,-1.23,-6.54,0.01
Nfatc1,33.6,0.1,0,-1.23,-6.63,0.01
Tfb2m,95.6,0.1,0,-1.1,-6.58,0.01
Zbtb6,42.9,0.1,0,-1.23,-6.61,0.01
Mum1,4.8,0.1,0,-1.23,-6.5,0.01
Ctu1,9.4,0.1,0,-1.1,-6.52,0.01
Nop56,114.1,0.1,0,-1.1,-6.62,0.01
Zfp606,41.6,0.1,0,-1.23,-6.57,0.01
Slc25a51,51.7,0.1,0,-1.23,-6.58,0.01
Gbp5,7.6,0.1,0,-1.1,-6.47,0.01
Tmod1,8.1,0.1,0,-1.23,-6.62,0.01
Taf9b,62,0.1,0,-1.1,-6.62,0.01
Hif3a,8.6,0.1,0,-1.23,-6.51,0.01
Rtkn2,25.4,0.1,0,-1.23,-6.58,0.01
Gm906,21.9,0.1,0,-1.23,-6.63,0.01
Entpd5,170.7,0.1,0,-1.23,-6.69,0.01
Ctdsp2,33.5,0.1,0,-1.1,-6.63,0.01
Nktr,240.6,0.5,0.1,-2.52,-5.32,0.01
Psmc6,470,0.5,0.1,-2.41,-5.38,0.01
Sertm1,13.9,0.1,0,-1.23,-6.52,0.01
Dock9,37.4,0.1,0,-1.23,-6.58,0.01
Olfr78,9.5,0.1,0,-1.23,-6.58,0.01
Myrip,2.1,0.1,0,-1.23,-6.5,0.01
Gjd2,6.3,0.1,0,-1.1,-6.49,0.01
AI182371,11.5,0.1,0,-1.23,-6.53,0.01
Tprg,4.4,0.1,0,-1.72,-6.57,0.01
Tbr1,30.5,0.1,0,-1.23,-6.61,0.01
4933417A18Rik,319.5,0.3,0.1,-1.83,-5.18,0.01
Trpm8,22.8,0.1,0,-1.1,-6.55,0.01
Prkab1,12.6,0.1,0,-1.1,-6.58,0.01
Khk,60.3,0.1,0,-1.23,-6.57,0.01
1700029J07Rik,42.3,0.1,0,-1.1,-6.61,0.01
Fam21,41.9,0.1,0,-1.23,-6.66,0.01
Creld2,14.6,0.1,0,-1.23,-6.48,0.01
Anapc1,144.5,0.9,0.1,-3.14,-5.46,0.01
Nsun2,120.6,0.1,0,-1.1,-6.6,0.01
Vwc2l,2,0.1,0,-1.23,-6.54,0.01
Spon1,223.1,0.4,0.1,-2.04,-5.17,0.01
Uqcc3,4.3,0.1,0,-1.1,-6.47,0.01
Ccdc101,20.7,0.1,0,-1.23,-6.58,0.01
Ucp2,15.9,0.1,0,-1.1,-6.64,0.01
Stox2,52.8,0.1,0,-1.23,-6.69,0.01
Prkce,50.5,0.1,0,-1.23,-6.54,0.01
Caps2,20.7,0.1,0,-1.23,-6.62,0.01
Galnt7,68.1,0.1,0,-1.23,-6.6,0.01
Clic6,35.3,0.1,0,-1.1,-6.59,0.01
Matn2,64.4,0.1,0,-1.23,-6.56,0.01
Ttpal,79,0.1,0,-1.1,-6.65,0.01
Tmem216,125.9,0.1,0,-1.1,-6.65,0.01
Dtymk,20.4,0.1,0,-1.23,-6.54,0.01
Dio2,55.1,0.1,0,-1.1,-6.57,0.01
Grik1,12.4,0.1,0,-1.23,-6.5,0.01
Cdc20,4.6,0.1,0,-1.72,-6.61,0.01
Fggy,127.5,0.1,0,-1.23,-6.58,0.01
Slit3,0.4,0.1,0,-1.1,-6.53,0.01
Pja1,32.7,0.1,0,-1.1,-6.61,0.01
Tsga13,58.4,0.1,0,-1.1,-6.59,0.01
Lrpap1,118.1,0.1,0,-1.8,-6.71,0.01
Rin1,3.5,0.1,0,-1.23,-6.52,0.01
Ccdc82,68.8,0.1,0,-1.23,-6.61,0.01
Bub1,145.5,2.8,0.2,-3.45,-4.84,0.01
Mkrn3,7.7,0.1,0,-1.1,-6.49,0.01
Tmem204,16.3,0.1,0,-1.1,-6.55,0.01
Lrat,43.6,0.1,0,-1.23,-6.66,0.01
Dnah11,21.6,0.1,0,-1.1,-6.6,0.01
2210404O09Rik,2.9,0.1,0,-1.23,-6.62,0.01
Epas1,97.4,0.1,0,-1.23,-6.62,0.01
Ccdc158,25.5,0.1,0,-1.1,-6.67,0.01
Gss,55.5,0.1,0,-1.23,-6.61,0.01
Iscu,11.8,0.1,0,-1.1,-6.52,0.01
Casq2,38.3,0.1,0,-1.1,-6.62,0.01
Man2a2,4.8,0.1,0,-1.23,-6.51,0.01
Cyb5r2,2.3,0.1,0,-1.23,-6.5,0.01
C1qbp,33.1,0.1,0,-1.23,-6.64,0.01
Irak1bp1,18.6,0.1,0,-1.1,-6.58,0.01
Cma1,19.2,0.1,0,-1.23,-6.63,0.01
Btbd9,83.5,0.2,0,-2.53,-6.8,0.01
D11Wsu47e,109.8,0.8,0.1,-3.05,-5.31,0.01
Tmem167b,66.4,0.1,0,-1.23,-6.53,0.01
Zswim3,3.7,0.1,0,-1.1,-6.53,0.01
Fam129b,0.5,0.1,0,-1.1,-6.45,0.01
2210018M11Rik,65.5,0.6,0.1,-2.67,-5.19,0.01
Vmn2r78,27.2,0.1,0,-1.1,-6.61,0.01
1700049G17Rik,42.6,0.1,0,-1.1,-6.56,0.01
Zmynd11,69.1,0.1,0,-1.23,-6.61,0.01
Ropn1,155.4,0.1,0,-1.23,-6.7,0.01
Cope,22.4,0.1,0,-1.23,-6.46,0.01
Abhd10,24.8,0.1,0,-1.23,-6.64,0.01
Gsdmc3,15.3,0.1,0,-1.1,-6.55,0.01
Siah1b,12.2,0.1,0,-1.23,-6.49,0.01
Prpf38b,58.7,0.1,0,-1.23,-6.56,0.01
Nlrc5,34.4,0.1,0,-1.72,-6.52,0.01
Defb1,100.4,0.1,0,-1.1,-6.6,0.01
Erlin2,46.7,0.1,0,-1.1,-6.6,0.01
Vamp5,5.3,0.1,0,-1.23,-6.45,0.01
Dnajc19,31.8,0.1,0,-1.72,-6.45,0.01
Bcl2a1b,22.2,0.1,0,-1.1,-6.63,0.01
2010012O05Rik,18.6,0.1,0,-1.1,-6.53,0.01
Nhsl2,29.8,0.1,0,-1.1,-6.54,0.01
Rph3a,12.5,0.1,0,-1.23,-6.63,0.01
Spcs1,248.9,13.8,0.7,-4.23,-4.91,0.01
Fap,9.4,0.1,0,-1.23,-6.59,0.01
Gm732,23.4,0.1,0,-1.1,-6.55,0.01
Ulk4,1.8,0.1,0,-1.23,-6.49,0.01
B3gnt9,29.2,0.1,0,-1.1,-6.48,0.01
Fancc,31.7,0.1,0,-1.1,-6.58,0.01
Trnau1ap,20.5,0.1,0,-1.23,-6.54,0.01
Ube2v1,15.7,0.1,0,-1.23,-6.61,0.01
BC055324,26.7,0.1,0,-1.1,-6.58,0.01
Mif,10.2,0.1,0,-1.1,-6.59,0.01
Snapc3,23.2,0.1,0,-1.1,-6.6,0.01
Cdk5rap3,10.1,0.1,0,-1.23,-6.44,0.01
Grb2,57.6,0.1,0,-1.23,-6.53,0.01
Tmem18,86.2,0.1,0,-1.23,-6.72,0.01
Ccl9,49.2,0.1,0,-1.23,-6.55,0.01
Arhgap9,7.8,0.1,0,-1.23,-6.53,0.01
Bloc1s5,12.1,0.1,0,-1.8,-6.56,0.01
Mdga2,41.4,0.1,0,-1.1,-6.59,0.01
Trpm3,4.3,0.2,0,-2.15,-6.58,0.01
Gm2012,428.3,0.3,0.1,-1.87,-5.25,0.01
Mrps24,5.7,0.1,0,-1.1,-6.53,0.01
Tti1,10.5,0.1,0,-1.23,-6.52,0.01
Fhl5,580.1,0.3,0.1,-1.83,-5.3,0.01
Eif2b4,7.6,0.1,0,-1.1,-6.54,0.01
Slc27a2,174.8,0.2,0,-2.27,-6.75,0.01
Ece2,7,0.1,0,-1.23,-6.46,0.01
Llph,59.3,0.1,0,-1.23,-6.61,0.01
Piwil2,67,0.1,0,-1.23,-6.73,0.01
Gm13251,99.7,0.1,0,-1.23,-6.61,0.01
Gm14725,14.3,0.1,0,-1.1,-6.51,0.01
Pkd2l2,42.4,0.1,0,-1.1,-6.59,0.01
Dynlrb1,42.2,0.1,0,-1.23,-6.61,0.01
Fam219b,20.8,0.2,0,-2.53,-6.7,0.01
Mrc1,103.5,0.2,0,-2.27,-6.69,0.01
Usp12,55.9,0.1,0,-1.1,-6.53,0.01
Thnsl2,8.7,0.1,0,-1.23,-6.62,0.01
Stil,12.7,0.1,0,-1.1,-6.46,0.01
Mmgt2,27.1,0.1,0,-1.23,-6.55,0.01
Arhgef28,11.2,0.1,0,-1.23,-6.55,0.01
Supt4a,53.4,0.1,0,-1.23,-6.57,0.01
F5,28.2,0.1,0,-1.1,-6.62,0.01
Jazf1,115.7,0.1,0,-1.23,-6.72,0.01
Tbc1d31,29.5,0.1,0,-1.72,-6.66,0.01
Pik3c2g,6.8,0.1,0,-1.72,-6.57,0.01
Atp6v1a,449.3,0.3,0.1,-1.59,-5.19,0.01
Isy1,23.5,0.1,0,-1.1,-6.46,0.01
Apobec4,62.1,0.1,0,-1.23,-6.67,0.01
Trim59,55.6,0.1,0,-1.23,-6.58,0.01
Slc26a7,3,0.1,0,-1.23,-6.49,0.01
Cerk,8.9,0.1,0,-1.23,-6.5,0.01
Spink6,10.8,0.1,0,-1.23,-6.51,0.01
Lats2,264.3,0.6,0.1,-2.74,-5.37,0.01
Ddx4,219.4,0.5,0.1,-2.48,-5.31,0.01
Gpr180,22.6,0.1,0,-1.23,-6.57,0.01
Pmp22,76.2,0.1,0,-1.23,-6.57,0.01
Ccl8,36.9,0.1,0,-1.23,-6.61,0.01
Ubfd1,67.5,0.1,0,-1.23,-6.59,0.01
Gsk3a,1.5,0.1,0,-1.23,-6.51,0.01
Adamts13,17.2,0.1,0,-1.23,-6.61,0.01
Ldhb,73.4,0.1,0,-1.8,-6.63,0.01
Hyal4,0.5,0.1,0,-1.23,-6.5,0.01
Csf2rb,34.8,0.1,0,-1.23,-6.57,0.01
Fam207a,7.8,0.1,0,-1.23,-6.46,0.01
Dhx15,270.6,0.5,0.1,-2.44,-5.27,0.01
Rps13,31.6,0.1,0,-1.23,-6.57,0.01
Myo18b,21.2,0.1,0,-1.1,-6.53,0.01
Asb9,548,0.7,0.1,-2.77,-5.45,0.01
Defa-rs1,7.8,0.1,0,-1.8,-6.55,0.01
Jmjd4,15.9,0.1,0,-1.23,-6.52,0.01
4930404A10Rik,43.3,0.1,0,-1.1,-6.54,0.01
Adra2a,8.4,0.1,0,-1.1,-6.47,0.01
Adh7,13.9,0.1,0,-1.1,-6.53,0.01
Nt5c3,143.9,0.1,0,-1.23,-6.63,0.01
Esr1,415.5,0.7,0.1,-2.79,-5.47,0.01
2810417H13Rik,54.8,0.1,0,-1.23,-6.53,0.01
Gstp2,12.5,0.1,0,-1.23,-6.48,0.01
Spata5,51.4,0.1,0,-1.1,-6.57,0.01
Zfp940,26,0.1,0,-1.23,-6.57,0.01
Sdf2,198.3,0.1,0,-1.23,-6.66,0.01
Apol7e,5.1,0.1,0,-1.23,-6.49,0.01
Pwp1,91.8,0.2,0,-2.21,-6.74,0.01
Creb3,99.1,0.1,0,-1.23,-6.67,0.01
Tmem194b,30.6,0.1,0,-1.23,-6.57,0.01
S100a6,41.1,0.1,0,-1.88,-6.71,0.01
Tln2,78,0.1,0,-1.23,-6.64,0.01
Cstf2t,131.5,0.1,0,-1.1,-6.65,0.01
9230110C19Rik,7.9,0.1,0,-1.23,-6.55,0.01
Slc35f5,97,0.1,0,-1.1,-6.57,0.01
Nt5dc3,67.8,0.1,0,-1.23,-6.62,0.01
Gm6460,81.7,0.1,0,-1.1,-6.52,0.01
Nutf2,129.5,0.1,0,-1.8,-6.74,0.01
Hspb8,39.9,0.1,0,-1.1,-6.58,0.01
Nell2,3.3,0.1,0,-1.72,-6.51,0.01
Yap1,74.1,0.1,0,-1.23,-6.62,0.01
Ubqlnl,101,0.1,0,-1.23,-6.67,0.01
Lars2,28.1,0.1,0,-1.1,-6.64,0.01
Hexim1,9.8,0.1,0,-1.1,-6.56,0.01
Tead2,12.8,0.1,0,-1.23,-6.51,0.01
Foxa1,25.5,3.1,0.2,-3.91,-5.09,0.01
Neto1,7.6,0.1,0,-1.1,-6.51,0.01
Nsmce4a,68.9,0.1,0,-1.1,-6.55,0.01
Arl3,12.9,0.1,0,-1.23,-6.58,0.01
Scd3,8,0.1,0,-1.23,-6.5,0.01
Pim3,6.9,0.1,0,-1.23,-6.54,0.01
Smim20,24.2,0.1,0,-1.1,-6.6,0.01
Tmco2,133.2,0.1,0,-1.23,-6.56,0.01
Pofut1,42.2,0.1,0,-1.23,-6.58,0.01
Katna1,201.5,0.1,0,-1.23,-6.67,0.01
Tcf25,63.2,0.1,0,-1.8,-6.55,0.01
Tnfrsf9,2.6,0.1,0,-1.1,-6.49,0.01
Gm15023,15.8,0.1,0,-1.23,-6.48,0.01
Pxylp1,40.6,0.1,0,-1.23,-6.68,0.01
Trim28,57.3,0.1,0,-1.1,-6.59,0.01
Olfr212,15.8,0.1,0,-1.72,-6.56,0.01
2610020H08Rik,96.5,0.1,0,-1.72,-6.66,0.01
Aldh1a2,76.4,0.1,0,-1.88,-6.63,0.01
Bmpr1a,211.1,0.6,0.1,-2.67,-5.37,0.01
Pld1,69.2,0.1,0,-1.23,-6.6,0.01
Eif3g,9.4,0.1,0,-1.88,-6.55,0.01
Msh2,35.4,0.1,0,-1.72,-6.64,0.01
Pdzrn3,28.3,0.1,0,-1.72,-6.69,0.01
Exo5,31.8,0.1,0,-1.23,-6.58,0.01
Mrto4,6.6,0.1,0,-1.23,-6.49,0.01
Sod1,29.3,0.1,0,-1.72,-6.55,0.01
Fbxw27,23.8,0.1,0,-1.72,-6.59,0.01
Lgsn,14.3,0.1,0,-1.1,-6.6,0.01
Heyl,4.5,0.1,0,-1.23,-6.57,0.01
Magea8,7.6,0.1,0,-1.1,-6.5,0.01
Macc1,33.9,0.1,0,-1.23,-6.58,0.01
Kin,29.2,0.1,0,-1.1,-6.65,0.01
Hs3st4,14.8,0.1,0,-1.1,-6.5,0.01
Nek8,2.2,0.1,0,-1.1,-6.56,0.01
Clic4,645.7,0.7,0.1,-2.83,-5.45,0.01
Kctd11,10,0.1,0,-1.1,-6.56,0.01
Cldn16,31.7,0.1,0,-1.23,-6.58,0.01
Fam114a1,39.7,0.1,0,-1.23,-6.55,0.01
Racgap1,52.2,0.1,0,-1.88,-6.67,0.01
Gstcd,3.2,0.1,0,-1.1,-6.51,0.01
Ctr9,7.6,0.1,0,-1.23,-6.48,0.01
Klhl15,39.4,0.1,0,-1.1,-6.55,0.01
Prdx2,133,0.1,0,-1.23,-6.62,0.01
Pecr,131.7,0.1,0,-1.23,-6.61,0.01
